,code,operation,time
1523,300142.XSHE,long_sell,20170724
886,002422.XSHE,long_sell,20170724
2413,600000.XSHG,long,20170725
1524,300142.XSHE,long_sell,20170725
887,002422.XSHE,long_sell,20170725
888,002422.XSHE,long_sell,20170726
2414,600000.XSHG,long,20170726
1525,300142.XSHE,long_sell,20170726
889,002422.XSHE,long_sell,20170727
1526,300142.XSHE,long_sell,20170727
2415,600000.XSHG,long,20170727
1527,300142.XSHE,long_sell,20170728
890,002422.XSHE,long_sell,20170728
2416,600000.XSHG,long,20170728
1528,300142.XSHE,long_sell,20170731
2417,600000.XSHG,long,20170731
1529,300142.XSHE,long_sell,20170801
2418,600000.XSHG,long,20170801
1530,300142.XSHE,long_sell,20170802
2419,600000.XSHG,long,20170802
311,600000.XSHG,long_sell,20170803
1531,300142.XSHE,long_sell,20170803
2420,600000.XSHG,long,20170803
1532,300142.XSHE,long_sell,20170804
2421,600000.XSHG,long,20170804
312,600000.XSHG,long_sell,20170804
2422,600000.XSHG,long,20170807
313,600000.XSHG,long_sell,20170807
2423,600000.XSHG,long,20170808
314,600000.XSHG,long_sell,20170808
2424,600000.XSHG,long,20170809
315,600000.XSHG,long_sell,20170809
316,600000.XSHG,long_sell,20170810
2425,600000.XSHG,long,20170810
317,600000.XSHG,long_sell,20170811
2426,600000.XSHG,long,20170811
318,600000.XSHG,long_sell,20170814
2427,600000.XSHG,long,20170814
319,600000.XSHG,long_sell,20170815
2428,600000.XSHG,long,20170815
2429,600000.XSHG,long,20170816
320,600000.XSHG,long_sell,20170816
321,600000.XSHG,long_sell,20170817
2430,600000.XSHG,long,20170817
322,600000.XSHG,long_sell,20170818
2431,600000.XSHG,long,20170818
323,600000.XSHG,long_sell,20170821
2432,600000.XSHG,long,20170821
2433,600000.XSHG,long,20170822
324,600000.XSHG,long_sell,20170822
325,600000.XSHG,long_sell,20170823
2434,600000.XSHG,long,20170823
1533,300142.XSHE,long_sell,20170824
891,002422.XSHE,long_sell,20170824
2435,600000.XSHG,long,20170824
326,600000.XSHG,long_sell,20170824
2436,600000.XSHG,long,20170825
327,600000.XSHG,long_sell,20170825
892,002422.XSHE,long_sell,20170825
1534,300142.XSHE,long_sell,20170825
2437,600000.XSHG,long,20170828
1535,300142.XSHE,long_sell,20170828
893,002422.XSHE,long_sell,20170828
894,002422.XSHE,long_sell,20170829
2438,600000.XSHG,long,20170829
2439,600000.XSHG,long,20170830
895,002422.XSHE,long_sell,20170830
896,002422.XSHE,long_sell,20170831
2440,600000.XSHG,long,20170831
897,002422.XSHE,long_sell,20170901
2441,600000.XSHG,long,20170901
2442,600000.XSHG,long,20170904
2443,600000.XSHG,long,20170905
2444,600000.XSHG,long,20170906
2445,600000.XSHG,long,20170907
2446,600000.XSHG,long,20170908
2447,600000.XSHG,long,20170911
2448,600000.XSHG,long,20170912
2449,600000.XSHG,long,20170913
2450,600000.XSHG,long,20170914
2451,600000.XSHG,long,20170915
898,002422.XSHE,long_sell,20170915
899,002422.XSHE,long_sell,20170918
2452,600000.XSHG,long,20170918
2453,600000.XSHG,long,20170919
900,002422.XSHE,long_sell,20170919
901,002422.XSHE,long_sell,20170920
2454,600000.XSHG,long,20170920
902,002422.XSHE,long_sell,20170921
2455,600000.XSHG,long,20170921
2456,600000.XSHG,long,20170922
903,002422.XSHE,long_sell,20170922
2457,600000.XSHG,long,20170925
2458,600000.XSHG,long,20170926
328,600000.XSHG,long_sell,20170927
2459,600000.XSHG,long,20170927
2460,600000.XSHG,long,20170928
329,600000.XSHG,long_sell,20170928
330,600000.XSHG,long_sell,20170929
2461,600000.XSHG,long,20170929
2462,600000.XSHG,long,20171009
904,002422.XSHE,long_sell,20171010
2463,600000.XSHG,long,20171010
2464,600000.XSHG,long,20171011
1536,300142.XSHE,long_sell,20171012
2465,600000.XSHG,long,20171012
1537,300142.XSHE,long_sell,20171013
2466,600000.XSHG,long,20171013
1538,300142.XSHE,long_sell,20171016
2467,600000.XSHG,long,20171016
1539,300142.XSHE,long_sell,20171017
2468,600000.XSHG,long,20171017
1540,300142.XSHE,long_sell,20171018
2469,600000.XSHG,long,20171018
2470,600000.XSHG,long,20171019
1541,300142.XSHE,long_sell,20171019
1542,300142.XSHE,long_sell,20171020
2471,600000.XSHG,long,20171020
2472,600000.XSHG,long,20171023
1543,300142.XSHE,long_sell,20171023
331,600000.XSHG,long_sell,20171023
2473,600000.XSHG,long,20171024
1544,300142.XSHE,long_sell,20171024
332,600000.XSHG,long_sell,20171024
2474,600000.XSHG,long,20171025
333,600000.XSHG,long_sell,20171025
1545,300142.XSHE,long_sell,20171025
334,600000.XSHG,long_sell,20171026
1546,300142.XSHE,long_sell,20171026
2475,600000.XSHG,long,20171026
335,600000.XSHG,long_sell,20171027
1547,300142.XSHE,long_sell,20171027
2476,600000.XSHG,long,20171027
336,600000.XSHG,long_sell,20171030
2477,600000.XSHG,long,20171030
1548,300142.XSHE,long_sell,20171030
1549,300142.XSHE,long_sell,20171031
337,600000.XSHG,long_sell,20171031
2478,600000.XSHG,long,20171031
338,600000.XSHG,long_sell,20171101
2479,600000.XSHG,long,20171101
339,600000.XSHG,long_sell,20171102
2480,600000.XSHG,long,20171102
2481,600000.XSHG,long,20171103
340,600000.XSHG,long_sell,20171103
2482,600000.XSHG,long,20171106
341,600000.XSHG,long_sell,20171106
2483,600000.XSHG,long,20171107
342,600000.XSHG,long_sell,20171107
2484,600000.XSHG,long,20171108
343,600000.XSHG,long_sell,20171108
344,600000.XSHG,long_sell,20171109
2485,600000.XSHG,long,20171109
345,600000.XSHG,long_sell,20171110
2486,600000.XSHG,long,20171110
2487,600000.XSHG,long,20171113
2488,600000.XSHG,long,20171114
905,002422.XSHE,long_sell,20171114
2489,600000.XSHG,long,20171115
906,002422.XSHE,long_sell,20171115
907,002422.XSHE,long_sell,20171116
346,600000.XSHG,long_sell,20171116
2490,600000.XSHG,long,20171116
2491,600000.XSHG,long,20171117
908,002422.XSHE,long_sell,20171117
909,002422.XSHE,long_sell,20171120
2492,600000.XSHG,long,20171120
2493,600000.XSHG,long,20171121
910,002422.XSHE,long_sell,20171121
2494,600000.XSHG,long,20171122
911,002422.XSHE,long_sell,20171122
2495,600000.XSHG,long,20171123
912,002422.XSHE,long_sell,20171123
1550,300142.XSHE,long_sell,20171123
913,002422.XSHE,long_sell,20171124
2496,600000.XSHG,long,20171124
1551,300142.XSHE,long_sell,20171124
1552,300142.XSHE,long_sell,20171127
914,002422.XSHE,long_sell,20171127
2497,600000.XSHG,long,20171127
1553,300142.XSHE,long_sell,20171128
915,002422.XSHE,long_sell,20171128
2498,600000.XSHG,long,20171128
1554,300142.XSHE,long_sell,20171129
916,002422.XSHE,long_sell,20171129
2499,600000.XSHG,long,20171129
917,002422.XSHE,long_sell,20171130
2500,600000.XSHG,long,20171130
1555,300142.XSHE,long_sell,20171130
2501,600000.XSHG,long,20171201
918,002422.XSHE,long_sell,20171201
1556,300142.XSHE,long_sell,20171201
1557,300142.XSHE,long_sell,20171204
2502,600000.XSHG,long,20171204
1558,300142.XSHE,long_sell,20171205
2503,600000.XSHG,long,20171205
1559,300142.XSHE,long_sell,20171206
2504,600000.XSHG,long,20171206
1560,300142.XSHE,long_sell,20171207
2505,600000.XSHG,long,20171207
1561,300142.XSHE,long_sell,20171208
2506,600000.XSHG,long,20171208
2507,600000.XSHG,long,20171211
1562,300142.XSHE,long_sell,20171211
347,600000.XSHG,long_sell,20171211
1563,300142.XSHE,long_sell,20171212
348,600000.XSHG,long_sell,20171212
2508,600000.XSHG,long,20171212
349,600000.XSHG,long_sell,20171213
1564,300142.XSHE,long_sell,20171213
2509,600000.XSHG,long,20171213
350,600000.XSHG,long_sell,20171214
2510,600000.XSHG,long,20171214
1565,300142.XSHE,long_sell,20171214
351,600000.XSHG,long_sell,20171215
1566,300142.XSHE,long_sell,20171215
2511,600000.XSHG,long,20171215
2512,600000.XSHG,long,20171218
1567,300142.XSHE,long_sell,20171218
352,600000.XSHG,long_sell,20171218
2513,600000.XSHG,long,20171219
1568,300142.XSHE,long_sell,20171219
353,600000.XSHG,long_sell,20171219
354,600000.XSHG,long_sell,20171220
1569,300142.XSHE,long_sell,20171220
2514,600000.XSHG,long,20171220
355,600000.XSHG,long_sell,20171221
1570,300142.XSHE,long_sell,20171221
2515,600000.XSHG,long,20171221
356,600000.XSHG,long_sell,20171222
2516,600000.XSHG,long,20171222
1571,300142.XSHE,long_sell,20171222
919,002422.XSHE,long_sell,20171225
1572,300142.XSHE,long_sell,20171225
2517,600000.XSHG,long,20171225
357,600000.XSHG,long_sell,20171225
358,600000.XSHG,long_sell,20171226
920,002422.XSHE,long_sell,20171226
2518,600000.XSHG,long,20171226
1573,300142.XSHE,long_sell,20171226
2519,600000.XSHG,long,20171227
359,600000.XSHG,long_sell,20171227
921,002422.XSHE,long_sell,20171227
1574,300142.XSHE,long_sell,20171227
1575,300142.XSHE,long_sell,20171228
360,600000.XSHG,long_sell,20171228
2520,600000.XSHG,long,20171228
922,002422.XSHE,long_sell,20171228
923,002422.XSHE,long_sell,20171229
2521,600000.XSHG,long,20171229
1576,300142.XSHE,long_sell,20171229
361,600000.XSHG,long_sell,20171229
1577,300142.XSHE,long_sell,20180102
362,600000.XSHG,long_sell,20180102
2522,600000.XSHG,long,20180102
924,002422.XSHE,long_sell,20180102
1578,300142.XSHE,long_sell,20180103
2523,600000.XSHG,long,20180103
363,600000.XSHG,long_sell,20180103
925,002422.XSHE,long_sell,20180103
2524,600000.XSHG,long,20180104
926,002422.XSHE,long_sell,20180104
1579,300142.XSHE,long_sell,20180104
927,002422.XSHE,long_sell,20180105
2525,600000.XSHG,long,20180105
2526,600000.XSHG,long,20180108
2527,600000.XSHG,long,20180109
2528,600000.XSHG,long,20180110
2529,600000.XSHG,long,20180111
2530,600000.XSHG,long,20180112
2531,600000.XSHG,long,20180115
2532,600000.XSHG,long,20180116
928,002422.XSHE,long_sell,20180117
2533,600000.XSHG,long,20180117
1580,300142.XSHE,long_sell,20180117
2534,600000.XSHG,long,20180118
929,002422.XSHE,long_sell,20180118
1581,300142.XSHE,long_sell,20180118
2535,600000.XSHG,long,20180119
930,002422.XSHE,long_sell,20180119
1582,300142.XSHE,long_sell,20180119
931,002422.XSHE,long_sell,20180122
2536,600000.XSHG,long,20180122
1583,300142.XSHE,long_sell,20180122
2537,600000.XSHG,long,20180123
932,002422.XSHE,long_sell,20180123
1584,300142.XSHE,long_sell,20180123
933,002422.XSHE,long_sell,20180124
2538,600000.XSHG,long,20180124
934,002422.XSHE,long_sell,20180125
2539,600000.XSHG,long,20180125
935,002422.XSHE,long_sell,20180126
2540,600000.XSHG,long,20180126
936,002422.XSHE,long_sell,20180129
2541,600000.XSHG,long,20180129
2542,600000.XSHG,long,20180130
937,002422.XSHE,long_sell,20180130
2543,600000.XSHG,long,20180131
938,002422.XSHE,long_sell,20180131
2544,600000.XSHG,long,20180201
1585,300142.XSHE,long_sell,20180201
939,002422.XSHE,long_sell,20180201
2545,600000.XSHG,long,20180202
1586,300142.XSHE,long_sell,20180202
940,002422.XSHE,long_sell,20180202
364,600000.XSHG,long_sell,20180202
941,002422.XSHE,long_sell,20180205
2546,600000.XSHG,long,20180205
1587,300142.XSHE,long_sell,20180205
1588,300142.XSHE,long_sell,20180206
942,002422.XSHE,long_sell,20180206
2547,600000.XSHG,long,20180206
943,002422.XSHE,long_sell,20180207
1589,300142.XSHE,long_sell,20180207
2548,600000.XSHG,long,20180207
365,600000.XSHG,long_sell,20180208
944,002422.XSHE,long_sell,20180208
1590,300142.XSHE,long_sell,20180208
2549,600000.XSHG,long,20180208
945,002422.XSHE,long_sell,20180209
366,600000.XSHG,long_sell,20180209
2550,600000.XSHG,long,20180209
1591,300142.XSHE,long_sell,20180209
946,002422.XSHE,long_sell,20180212
1592,300142.XSHE,long_sell,20180212
367,600000.XSHG,long_sell,20180212
2551,600000.XSHG,long,20180212
2552,600000.XSHG,long,20180213
947,002422.XSHE,long_sell,20180213
1593,300142.XSHE,long_sell,20180213
368,600000.XSHG,long_sell,20180213
2553,600000.XSHG,long,20180214
948,002422.XSHE,long_sell,20180214
1594,300142.XSHE,long_sell,20180214
369,600000.XSHG,long_sell,20180214
370,600000.XSHG,long_sell,20180222
2554,600000.XSHG,long,20180222
371,600000.XSHG,long_sell,20180223
2555,600000.XSHG,long,20180223
372,600000.XSHG,long_sell,20180226
2556,600000.XSHG,long,20180226
373,600000.XSHG,long_sell,20180227
2557,600000.XSHG,long,20180227
374,600000.XSHG,long_sell,20180228
2558,600000.XSHG,long,20180228
2559,600000.XSHG,long,20180301
375,600000.XSHG,long_sell,20180301
376,600000.XSHG,long_sell,20180302
2560,600000.XSHG,long,20180302
377,600000.XSHG,long_sell,20180305
2561,600000.XSHG,long,20180305
378,600000.XSHG,long_sell,20180306
2562,600000.XSHG,long,20180306
2563,600000.XSHG,long,20180307
379,600000.XSHG,long_sell,20180307
2564,600000.XSHG,long,20180308
380,600000.XSHG,long_sell,20180308
381,600000.XSHG,long_sell,20180309
2565,600000.XSHG,long,20180309
382,600000.XSHG,long_sell,20180312
2566,600000.XSHG,long,20180312
383,600000.XSHG,long_sell,20180313
2567,600000.XSHG,long,20180313
384,600000.XSHG,long_sell,20180314
2568,600000.XSHG,long,20180314
2569,600000.XSHG,long,20180315
385,600000.XSHG,long_sell,20180315
2570,600000.XSHG,long,20180316
1595,300142.XSHE,long_sell,20180316
386,600000.XSHG,long_sell,20180316
1596,300142.XSHE,long_sell,20180319
2571,600000.XSHG,long,20180319
387,600000.XSHG,long_sell,20180319
2572,600000.XSHG,long,20180320
388,600000.XSHG,long_sell,20180320
389,600000.XSHG,long_sell,20180321
2573,600000.XSHG,long,20180321
2574,600000.XSHG,long,20180322
390,600000.XSHG,long_sell,20180322
949,002422.XSHE,long_sell,20180323
391,600000.XSHG,long_sell,20180323
2575,600000.XSHG,long,20180323
392,600000.XSHG,long_sell,20180326
2576,600000.XSHG,long,20180326
950,002422.XSHE,long_sell,20180326
2577,600000.XSHG,long,20180327
393,600000.XSHG,long_sell,20180327
951,002422.XSHE,long_sell,20180327
2578,600000.XSHG,long,20180328
394,600000.XSHG,long_sell,20180328
952,002422.XSHE,long_sell,20180328
2579,600000.XSHG,long,20180329
395,600000.XSHG,long_sell,20180329
953,002422.XSHE,long_sell,20180329
954,002422.XSHE,long_sell,20180330
396,600000.XSHG,long_sell,20180330
2580,600000.XSHG,long,20180330
955,002422.XSHE,long_sell,20180402
2581,600000.XSHG,long,20180402
397,600000.XSHG,long_sell,20180402
398,600000.XSHG,long_sell,20180403
2582,600000.XSHG,long,20180403
2583,600000.XSHG,long,20180404
956,002422.XSHE,long_sell,20180404
399,600000.XSHG,long_sell,20180404
2584,600000.XSHG,long,20180409
957,002422.XSHE,long_sell,20180409
400,600000.XSHG,long_sell,20180409
401,600000.XSHG,long_sell,20180410
958,002422.XSHE,long_sell,20180410
2585,600000.XSHG,long,20180410
959,002422.XSHE,long_sell,20180411
2586,600000.XSHG,long,20180411
960,002422.XSHE,long_sell,20180412
2587,600000.XSHG,long,20180412
2588,600000.XSHG,long,20180413
961,002422.XSHE,long_sell,20180413
1597,300142.XSHE,long_sell,20180413
1598,300142.XSHE,long_sell,20180416
962,002422.XSHE,long_sell,20180416
2589,600000.XSHG,long,20180416
2590,600000.XSHG,long,20180417
1599,300142.XSHE,long_sell,20180417
963,002422.XSHE,long_sell,20180417
2591,600000.XSHG,long,20180418
964,002422.XSHE,long_sell,20180418
1600,300142.XSHE,long_sell,20180418
2592,600000.XSHG,long,20180419
965,002422.XSHE,long_sell,20180419
1601,300142.XSHE,long_sell,20180419
2593,600000.XSHG,long,20180420
1602,300142.XSHE,long_sell,20180420
966,002422.XSHE,long_sell,20180420
2594,600000.XSHG,long,20180423
1603,300142.XSHE,long_sell,20180423
967,002422.XSHE,long_sell,20180423
968,002422.XSHE,long_sell,20180424
2595,600000.XSHG,long,20180424
1604,300142.XSHE,long_sell,20180424
1605,300142.XSHE,long_sell,20180425
2596,600000.XSHG,long,20180425
969,002422.XSHE,long_sell,20180425
1606,300142.XSHE,long_sell,20180426
2597,600000.XSHG,long,20180426
2598,600000.XSHG,long,20180427
2599,600000.XSHG,long,20180502
402,600000.XSHG,long_sell,20180502
403,600000.XSHG,long_sell,20180503
2600,600000.XSHG,long,20180503
404,600000.XSHG,long_sell,20180504
2601,600000.XSHG,long,20180504
2602,600000.XSHG,long,20180507
405,600000.XSHG,long_sell,20180507
406,600000.XSHG,long_sell,20180508
2603,600000.XSHG,long,20180508
2604,600000.XSHG,long,20180509
407,600000.XSHG,long_sell,20180509
2605,600000.XSHG,long,20180510
408,600000.XSHG,long_sell,20180510
409,600000.XSHG,long_sell,20180511
2606,600000.XSHG,long,20180511
410,600000.XSHG,long_sell,20180514
2607,600000.XSHG,long,20180514
411,600000.XSHG,long_sell,20180515
2608,600000.XSHG,long,20180515
2609,600000.XSHG,long,20180516
412,600000.XSHG,long_sell,20180516
413,600000.XSHG,long_sell,20180517
2610,600000.XSHG,long,20180517
970,002422.XSHE,long_sell,20180517
2611,600000.XSHG,long,20180518
971,002422.XSHE,long_sell,20180518
2612,600000.XSHG,long,20180521
972,002422.XSHE,long_sell,20180521
973,002422.XSHE,long_sell,20180522
2613,600000.XSHG,long,20180522
2614,600000.XSHG,long,20180523
974,002422.XSHE,long_sell,20180523
2615,600000.XSHG,long,20180524
975,002422.XSHE,long_sell,20180524
2616,600000.XSHG,long,20180525
976,002422.XSHE,long_sell,20180525
2617,600000.XSHG,long,20180528
977,002422.XSHE,long_sell,20180528
2618,600000.XSHG,long,20180529
1607,300142.XSHE,long_sell,20180529
978,002422.XSHE,long_sell,20180529
979,002422.XSHE,long_sell,20180530
414,600000.XSHG,long_sell,20180530
1608,300142.XSHE,long_sell,20180530
2619,600000.XSHG,long,20180530
1609,300142.XSHE,long_sell,20180531
415,600000.XSHG,long_sell,20180531
2620,600000.XSHG,long,20180531
980,002422.XSHE,long_sell,20180531
981,002422.XSHE,long_sell,20180601
2621,600000.XSHG,long,20180601
1610,300142.XSHE,long_sell,20180601
982,002422.XSHE,long_sell,20180604
2622,600000.XSHG,long,20180604
1611,300142.XSHE,long_sell,20180604
983,002422.XSHE,long_sell,20180605
1612,300142.XSHE,long_sell,20180605
2623,600000.XSHG,long,20180605
2624,600000.XSHG,long,20180606
1613,300142.XSHE,long_sell,20180606
984,002422.XSHE,long_sell,20180606
985,002422.XSHE,long_sell,20180607
1614,300142.XSHE,long_sell,20180607
2625,600000.XSHG,long,20180607
986,002422.XSHE,long_sell,20180608
1615,300142.XSHE,long_sell,20180608
2626,600000.XSHG,long,20180608
2627,600000.XSHG,long,20180611
987,002422.XSHE,long_sell,20180611
1616,300142.XSHE,long_sell,20180611
2628,600000.XSHG,long,20180612
416,600000.XSHG,long_sell,20180612
1617,300142.XSHE,long_sell,20180612
988,002422.XSHE,long_sell,20180612
417,600000.XSHG,long_sell,20180613
2629,600000.XSHG,long,20180613
989,002422.XSHE,long_sell,20180613
1618,300142.XSHE,long_sell,20180613
2630,600000.XSHG,long,20180614
990,002422.XSHE,long_sell,20180614
1619,300142.XSHE,long_sell,20180614
418,600000.XSHG,long_sell,20180614
2631,600000.XSHG,long,20180615
419,600000.XSHG,long_sell,20180615
991,002422.XSHE,long_sell,20180615
1620,300142.XSHE,long_sell,20180615
1621,300142.XSHE,long_sell,20180619
992,002422.XSHE,long_sell,20180619
420,600000.XSHG,long_sell,20180619
2632,600000.XSHG,long,20180619
1622,300142.XSHE,long_sell,20180620
993,002422.XSHE,long_sell,20180620
421,600000.XSHG,long_sell,20180620
2633,600000.XSHG,long,20180620
1623,300142.XSHE,long_sell,20180621
994,002422.XSHE,long_sell,20180621
2634,600000.XSHG,long,20180621
422,600000.XSHG,long_sell,20180621
2635,600000.XSHG,long,20180622
423,600000.XSHG,long_sell,20180622
995,002422.XSHE,long_sell,20180622
1624,300142.XSHE,long_sell,20180622
424,600000.XSHG,long_sell,20180625
1625,300142.XSHE,long_sell,20180625
2636,600000.XSHG,long,20180625
996,002422.XSHE,long_sell,20180625
1626,300142.XSHE,long_sell,20180626
2637,600000.XSHG,long,20180626
997,002422.XSHE,long_sell,20180626
425,600000.XSHG,long_sell,20180626
2638,600000.XSHG,long,20180627
1627,300142.XSHE,long_sell,20180627
998,002422.XSHE,long_sell,20180627
426,600000.XSHG,long_sell,20180627
999,002422.XSHE,long_sell,20180628
427,600000.XSHG,long_sell,20180628
2639,600000.XSHG,long,20180628
1628,300142.XSHE,long_sell,20180628
428,600000.XSHG,long_sell,20180629
1000,002422.XSHE,long_sell,20180629
1629,300142.XSHE,long_sell,20180629
2640,600000.XSHG,long,20180629
1630,300142.XSHE,long_sell,20180702
2641,600000.XSHG,long,20180702
429,600000.XSHG,long_sell,20180702
1631,300142.XSHE,long_sell,20180703
2642,600000.XSHG,long,20180703
430,600000.XSHG,long_sell,20180703
2643,600000.XSHG,long,20180704
1632,300142.XSHE,long_sell,20180704
431,600000.XSHG,long_sell,20180704
1001,002422.XSHE,long_sell,20180705
1633,300142.XSHE,long_sell,20180705
432,600000.XSHG,long_sell,20180705
2644,600000.XSHG,long,20180705
433,600000.XSHG,long_sell,20180706
2645,600000.XSHG,long,20180706
1002,002422.XSHE,long_sell,20180706
1634,300142.XSHE,long_sell,20180706
1635,300142.XSHE,long_sell,20180709
2646,600000.XSHG,long,20180709
2647,600000.XSHG,long,20180710
2648,600000.XSHG,long,20180711
2649,600000.XSHG,long,20180712
2650,600000.XSHG,long,20180713
2651,600000.XSHG,long,20180716
2652,600000.XSHG,long,20180717
2653,600000.XSHG,long,20180718
2654,600000.XSHG,long,20180719
2655,600000.XSHG,long,20180720
1003,002422.XSHE,long_sell,20180723
2656,600000.XSHG,long,20180723
1004,002422.XSHE,long_sell,20180724
2657,600000.XSHG,long,20180724
1005,002422.XSHE,long_sell,20180725
2658,600000.XSHG,long,20180725
1636,300142.XSHE,long_sell,20180725
1637,300142.XSHE,long_sell,20180726
1006,002422.XSHE,long_sell,20180726
2659,600000.XSHG,long,20180726
1007,002422.XSHE,long_sell,20180727
2660,600000.XSHG,long,20180727
1008,002422.XSHE,long_sell,20180730
2661,600000.XSHG,long,20180730
2662,600000.XSHG,long,20180731
1009,002422.XSHE,long_sell,20180731
1010,002422.XSHE,long_sell,20180801
2663,600000.XSHG,long,20180801
1011,002422.XSHE,long_sell,20180802
2664,600000.XSHG,long,20180802
2665,600000.XSHG,long,20180803
1012,002422.XSHE,long_sell,20180803
1013,002422.XSHE,long_sell,20180806
2666,600000.XSHG,long,20180806
2667,600000.XSHG,long,20180807
1014,002422.XSHE,long_sell,20180807
2668,600000.XSHG,long,20180808
1015,002422.XSHE,long_sell,20180808
2669,600000.XSHG,long,20180809
1016,002422.XSHE,long_sell,20180809
2670,600000.XSHG,long,20180810
1017,002422.XSHE,long_sell,20180810
1018,002422.XSHE,long_sell,20180813
2671,600000.XSHG,long,20180813
2672,600000.XSHG,long,20180814
2673,600000.XSHG,long,20180815
2674,600000.XSHG,long,20180816
2675,600000.XSHG,long,20180817
434,600000.XSHG,long_sell,20180817
1019,002422.XSHE,long_sell,20180817
1020,002422.XSHE,long_sell,20180820
1638,300142.XSHE,long_sell,20180820
2676,600000.XSHG,long,20180820
2677,600000.XSHG,long,20180821
1021,002422.XSHE,long_sell,20180821
1639,300142.XSHE,long_sell,20180821
1640,300142.XSHE,long_sell,20180822
1022,002422.XSHE,long_sell,20180822
2678,600000.XSHG,long,20180822
1023,002422.XSHE,long_sell,20180823
2679,600000.XSHG,long,20180823
2680,600000.XSHG,long,20180824
2681,600000.XSHG,long,20180827
2682,600000.XSHG,long,20180828
2683,600000.XSHG,long,20180829
2684,600000.XSHG,long,20180830
2685,600000.XSHG,long,20180831
2686,600000.XSHG,long,20180903
2687,600000.XSHG,long,20180904
2688,600000.XSHG,long,20180905
435,600000.XSHG,long_sell,20180905
2689,600000.XSHG,long,20180906
436,600000.XSHG,long_sell,20180906
1641,300142.XSHE,long_sell,20180906
2690,600000.XSHG,long,20180907
1642,300142.XSHE,long_sell,20180907
437,600000.XSHG,long_sell,20180907
1643,300142.XSHE,long_sell,20180910
2691,600000.XSHG,long,20180910
438,600000.XSHG,long_sell,20180910
1644,300142.XSHE,long_sell,20180911
439,600000.XSHG,long_sell,20180911
1024,002422.XSHE,long_sell,20180911
2692,600000.XSHG,long,20180911
1025,002422.XSHE,long_sell,20180912
440,600000.XSHG,long_sell,20180912
1645,300142.XSHE,long_sell,20180912
2693,600000.XSHG,long,20180912
1026,002422.XSHE,long_sell,20180913
441,600000.XSHG,long_sell,20180913
1646,300142.XSHE,long_sell,20180913
2694,600000.XSHG,long,20180913
1027,002422.XSHE,long_sell,20180914
2695,600000.XSHG,long,20180914
442,600000.XSHG,long_sell,20180914
1647,300142.XSHE,long_sell,20180914
443,600000.XSHG,long_sell,20180917
2696,600000.XSHG,long,20180917
1648,300142.XSHE,long_sell,20180917
1028,002422.XSHE,long_sell,20180917
444,600000.XSHG,long_sell,20180918
2697,600000.XSHG,long,20180918
1029,002422.XSHE,long_sell,20180918
1649,300142.XSHE,long_sell,20180918
2698,600000.XSHG,long,20180919
1030,002422.XSHE,long_sell,20180919
445,600000.XSHG,long_sell,20180919
1650,300142.XSHE,long_sell,20180919
446,600000.XSHG,long_sell,20180920
2699,600000.XSHG,long,20180920
1651,300142.XSHE,long_sell,20180920
1031,002422.XSHE,long_sell,20180920
1032,002422.XSHE,long_sell,20180921
2700,600000.XSHG,long,20180921
1652,300142.XSHE,long_sell,20180921
2701,600000.XSHG,long,20180925
2702,600000.XSHG,long,20180926
2703,600000.XSHG,long,20180927
2704,600000.XSHG,long,20180928
2705,600000.XSHG,long,20181008
2706,600000.XSHG,long,20181009
447,600000.XSHG,long_sell,20181009
448,600000.XSHG,long_sell,20181010
2707,600000.XSHG,long,20181010
449,600000.XSHG,long_sell,20181011
2708,600000.XSHG,long,20181011
1653,300142.XSHE,long_sell,20181011
1033,002422.XSHE,long_sell,20181011
2709,600000.XSHG,long,20181012
1034,002422.XSHE,long_sell,20181012
450,600000.XSHG,long_sell,20181012
1654,300142.XSHE,long_sell,20181012
1035,002422.XSHE,long_sell,20181015
1655,300142.XSHE,long_sell,20181015
2710,600000.XSHG,long,20181015
451,600000.XSHG,long_sell,20181015
1036,002422.XSHE,long_sell,20181016
452,600000.XSHG,long_sell,20181016
2711,600000.XSHG,long,20181016
1656,300142.XSHE,long_sell,20181016
453,600000.XSHG,long_sell,20181017
1037,002422.XSHE,long_sell,20181017
1657,300142.XSHE,long_sell,20181017
2712,600000.XSHG,long,20181017
1658,300142.XSHE,long_sell,20181018
2713,600000.XSHG,long,20181018
1038,002422.XSHE,long_sell,20181018
454,600000.XSHG,long_sell,20181018
1039,002422.XSHE,long_sell,20181019
1659,300142.XSHE,long_sell,20181019
2714,600000.XSHG,long,20181019
2715,600000.XSHG,long,20181022
1660,300142.XSHE,long_sell,20181022
2716,600000.XSHG,long,20181023
1661,300142.XSHE,long_sell,20181023
2717,600000.XSHG,long,20181024
1662,300142.XSHE,long_sell,20181024
2718,600000.XSHG,long,20181025
1663,300142.XSHE,long_sell,20181025
1664,300142.XSHE,long_sell,20181026
2719,600000.XSHG,long,20181026
1665,300142.XSHE,long_sell,20181029
1040,002422.XSHE,long_sell,20181029
2720,600000.XSHG,long,20181029
1041,002422.XSHE,long_sell,20181030
1666,300142.XSHE,long_sell,20181030
2721,600000.XSHG,long,20181030
2722,600000.XSHG,long,20181031
2723,600000.XSHG,long,20181101
2724,600000.XSHG,long,20181102
2725,600000.XSHG,long,20181105
2726,600000.XSHG,long,20181106
2727,600000.XSHG,long,20181107
