,code,operation,time
25,600000.XSHG,long_sell,20150213
626,002422.XSHE,long_sell,20150216
1852,600000.XSHG,long,20150216
1189,300142.XSHE,long_sell,20150216
26,600000.XSHG,long_sell,20150216
1190,300142.XSHE,long_sell,20150217
27,600000.XSHG,long_sell,20150217
627,002422.XSHE,long_sell,20150217
1853,600000.XSHG,long,20150217
1854,600000.XSHG,long,20150225
28,600000.XSHG,long_sell,20150225
1855,600000.XSHG,long,20150226
29,600000.XSHG,long_sell,20150226
1856,600000.XSHG,long,20150227
1857,600000.XSHG,long,20150302
1858,600000.XSHG,long,20150303
30,600000.XSHG,long_sell,20150303
1859,600000.XSHG,long,20150304
31,600000.XSHG,long_sell,20150304
1860,600000.XSHG,long,20150305
32,600000.XSHG,long_sell,20150305
33,600000.XSHG,long_sell,20150306
1861,600000.XSHG,long,20150306
34,600000.XSHG,long_sell,20150309
1862,600000.XSHG,long,20150309
1863,600000.XSHG,long,20150310
35,600000.XSHG,long_sell,20150310
36,600000.XSHG,long_sell,20150311
628,002422.XSHE,long_sell,20150311
1864,600000.XSHG,long,20150311
1865,600000.XSHG,long,20150312
629,002422.XSHE,long_sell,20150312
630,002422.XSHE,long_sell,20150313
1866,600000.XSHG,long,20150313
631,002422.XSHE,long_sell,20150316
1867,600000.XSHG,long,20150316
632,002422.XSHE,long_sell,20150317
1868,600000.XSHG,long,20150317
1869,600000.XSHG,long,20150318
1870,600000.XSHG,long,20150319
1871,600000.XSHG,long,20150320
1872,600000.XSHG,long,20150323
1873,600000.XSHG,long,20150324
1874,600000.XSHG,long,20150325
1875,600000.XSHG,long,20150326
1876,600000.XSHG,long,20150327
1877,600000.XSHG,long,20150330
1878,600000.XSHG,long,20150331
1879,600000.XSHG,long,20150401
1880,600000.XSHG,long,20150402
1881,600000.XSHG,long,20150403
1882,600000.XSHG,long,20150407
1883,600000.XSHG,long,20150408
633,002422.XSHE,long_sell,20150408
634,002422.XSHE,long_sell,20150409
1884,600000.XSHG,long,20150409
635,002422.XSHE,long_sell,20150410
1885,600000.XSHG,long,20150410
1886,600000.XSHG,long,20150413
636,002422.XSHE,long_sell,20150413
637,002422.XSHE,long_sell,20150414
1887,600000.XSHG,long,20150414
638,002422.XSHE,long_sell,20150415
1191,300142.XSHE,long_sell,20150415
1888,600000.XSHG,long,20150415
1889,600000.XSHG,long,20150416
1192,300142.XSHE,long_sell,20150416
639,002422.XSHE,long_sell,20150416
640,002422.XSHE,long_sell,20150417
1193,300142.XSHE,long_sell,20150417
1890,600000.XSHG,long,20150417
1891,600000.XSHG,long,20150420
641,002422.XSHE,long_sell,20150420
1194,300142.XSHE,long_sell,20150420
1892,600000.XSHG,long,20150421
642,002422.XSHE,long_sell,20150421
1195,300142.XSHE,long_sell,20150421
1893,600000.XSHG,long,20150422
643,002422.XSHE,long_sell,20150422
1894,600000.XSHG,long,20150423
1196,300142.XSHE,long_sell,20150423
644,002422.XSHE,long_sell,20150423
1895,600000.XSHG,long,20150424
37,600000.XSHG,long_sell,20150424
1197,300142.XSHE,long_sell,20150424
645,002422.XSHE,long_sell,20150424
38,600000.XSHG,long_sell,20150427
646,002422.XSHE,long_sell,20150427
1198,300142.XSHE,long_sell,20150427
1896,600000.XSHG,long,20150427
1199,300142.XSHE,long_sell,20150428
647,002422.XSHE,long_sell,20150428
39,600000.XSHG,long_sell,20150428
1897,600000.XSHG,long,20150428
1200,300142.XSHE,long_sell,20150429
1898,600000.XSHG,long,20150429
648,002422.XSHE,long_sell,20150429
40,600000.XSHG,long_sell,20150429
1201,300142.XSHE,long_sell,20150430
649,002422.XSHE,long_sell,20150430
1899,600000.XSHG,long,20150430
41,600000.XSHG,long_sell,20150430
1900,600000.XSHG,long,20150504
1202,300142.XSHE,long_sell,20150504
650,002422.XSHE,long_sell,20150504
42,600000.XSHG,long_sell,20150504
1901,600000.XSHG,long,20150505
1203,300142.XSHE,long_sell,20150505
651,002422.XSHE,long_sell,20150505
43,600000.XSHG,long_sell,20150505
1902,600000.XSHG,long,20150506
44,600000.XSHG,long_sell,20150506
652,002422.XSHE,long_sell,20150506
1204,300142.XSHE,long_sell,20150506
45,600000.XSHG,long_sell,20150507
653,002422.XSHE,long_sell,20150507
1205,300142.XSHE,long_sell,20150507
1903,600000.XSHG,long,20150507
46,600000.XSHG,long_sell,20150508
654,002422.XSHE,long_sell,20150508
1904,600000.XSHG,long,20150508
1206,300142.XSHE,long_sell,20150508
47,600000.XSHG,long_sell,20150511
1905,600000.XSHG,long,20150511
1207,300142.XSHE,long_sell,20150511
655,002422.XSHE,long_sell,20150511
1208,300142.XSHE,long_sell,20150512
1906,600000.XSHG,long,20150512
656,002422.XSHE,long_sell,20150512
48,600000.XSHG,long_sell,20150512
1209,300142.XSHE,long_sell,20150513
49,600000.XSHG,long_sell,20150513
657,002422.XSHE,long_sell,20150513
1907,600000.XSHG,long,20150513
1210,300142.XSHE,long_sell,20150514
50,600000.XSHG,long_sell,20150514
658,002422.XSHE,long_sell,20150514
1908,600000.XSHG,long,20150514
51,600000.XSHG,long_sell,20150515
659,002422.XSHE,long_sell,20150515
1909,600000.XSHG,long,20150515
52,600000.XSHG,long_sell,20150518
660,002422.XSHE,long_sell,20150518
1910,600000.XSHG,long,20150518
1911,600000.XSHG,long,20150519
53,600000.XSHG,long_sell,20150519
54,600000.XSHG,long_sell,20150520
1912,600000.XSHG,long,20150520
55,600000.XSHG,long_sell,20150521
1913,600000.XSHG,long,20150521
1914,600000.XSHG,long,20150522
56,600000.XSHG,long_sell,20150522
1915,600000.XSHG,long,20150525
1916,600000.XSHG,long,20150526
1917,600000.XSHG,long,20150527
1918,600000.XSHG,long,20150528
1919,600000.XSHG,long,20150529
57,600000.XSHG,long_sell,20150529
1920,600000.XSHG,long,20150601
1921,600000.XSHG,long,20150602
1922,600000.XSHG,long,20150603
1923,600000.XSHG,long,20150604
1924,600000.XSHG,long,20150605
58,600000.XSHG,long_sell,20150617
1925,600000.XSHG,long,20150617
661,002422.XSHE,long_sell,20150618
59,600000.XSHG,long_sell,20150618
1926,600000.XSHG,long,20150618
662,002422.XSHE,long_sell,20150619
60,600000.XSHG,long_sell,20150619
1927,600000.XSHG,long,20150619
663,002422.XSHE,long_sell,20150623
61,600000.XSHG,long_sell,20150623
1928,600000.XSHG,long,20150623
1929,600000.XSHG,long,20150624
664,002422.XSHE,long_sell,20150624
62,600000.XSHG,long_sell,20150624
63,600000.XSHG,long_sell,20150625
665,002422.XSHE,long_sell,20150625
1930,600000.XSHG,long,20150625
1931,600000.XSHG,long,20150626
666,002422.XSHE,long_sell,20150626
64,600000.XSHG,long_sell,20150626
1932,600000.XSHG,long,20150629
667,002422.XSHE,long_sell,20150629
65,600000.XSHG,long_sell,20150629
1933,600000.XSHG,long,20150630
1211,300142.XSHE,long_sell,20150630
668,002422.XSHE,long_sell,20150630
66,600000.XSHG,long_sell,20150630
1934,600000.XSHG,long,20150701
669,002422.XSHE,long_sell,20150701
1212,300142.XSHE,long_sell,20150701
67,600000.XSHG,long_sell,20150701
670,002422.XSHE,long_sell,20150702
68,600000.XSHG,long_sell,20150702
1935,600000.XSHG,long,20150702
1213,300142.XSHE,long_sell,20150702
1936,600000.XSHG,long,20150703
671,002422.XSHE,long_sell,20150703
1214,300142.XSHE,long_sell,20150703
69,600000.XSHG,long_sell,20150703
1937,600000.XSHG,long,20150706
1215,300142.XSHE,long_sell,20150706
70,600000.XSHG,long_sell,20150706
672,002422.XSHE,long_sell,20150706
1216,300142.XSHE,long_sell,20150707
673,002422.XSHE,long_sell,20150707
71,600000.XSHG,long_sell,20150707
1938,600000.XSHG,long,20150707
1217,300142.XSHE,long_sell,20150708
674,002422.XSHE,long_sell,20150708
1939,600000.XSHG,long,20150708
72,600000.XSHG,long_sell,20150708
1218,300142.XSHE,long_sell,20150709
675,002422.XSHE,long_sell,20150709
1940,600000.XSHG,long,20150709
73,600000.XSHG,long_sell,20150709
676,002422.XSHE,long_sell,20150710
1219,300142.XSHE,long_sell,20150710
1941,600000.XSHG,long,20150710
677,002422.XSHE,long_sell,20150713
1942,600000.XSHG,long,20150713
1220,300142.XSHE,long_sell,20150713
1943,600000.XSHG,long,20150714
678,002422.XSHE,long_sell,20150714
1221,300142.XSHE,long_sell,20150714
1944,600000.XSHG,long,20150715
679,002422.XSHE,long_sell,20150715
1222,300142.XSHE,long_sell,20150715
1223,300142.XSHE,long_sell,20150716
1945,600000.XSHG,long,20150716
1224,300142.XSHE,long_sell,20150717
1946,600000.XSHG,long,20150717
1947,600000.XSHG,long,20150720
1225,300142.XSHE,long_sell,20150720
1226,300142.XSHE,long_sell,20150721
1948,600000.XSHG,long,20150721
1227,300142.XSHE,long_sell,20150722
680,002422.XSHE,long_sell,20150722
1949,600000.XSHG,long,20150722
74,600000.XSHG,long_sell,20150722
681,002422.XSHE,long_sell,20150723
75,600000.XSHG,long_sell,20150723
1228,300142.XSHE,long_sell,20150723
1950,600000.XSHG,long,20150723
76,600000.XSHG,long_sell,20150724
1229,300142.XSHE,long_sell,20150724
1951,600000.XSHG,long,20150724
682,002422.XSHE,long_sell,20150724
683,002422.XSHE,long_sell,20150727
77,600000.XSHG,long_sell,20150727
1230,300142.XSHE,long_sell,20150727
1952,600000.XSHG,long,20150727
684,002422.XSHE,long_sell,20150728
1231,300142.XSHE,long_sell,20150728
78,600000.XSHG,long_sell,20150728
1953,600000.XSHG,long,20150728
1954,600000.XSHG,long,20150729
79,600000.XSHG,long_sell,20150729
685,002422.XSHE,long_sell,20150729
1232,300142.XSHE,long_sell,20150729
686,002422.XSHE,long_sell,20150730
80,600000.XSHG,long_sell,20150730
1955,600000.XSHG,long,20150730
1233,300142.XSHE,long_sell,20150730
1234,300142.XSHE,long_sell,20150731
687,002422.XSHE,long_sell,20150731
81,600000.XSHG,long_sell,20150731
1956,600000.XSHG,long,20150731
1235,300142.XSHE,long_sell,20150803
1957,600000.XSHG,long,20150803
688,002422.XSHE,long_sell,20150803
82,600000.XSHG,long_sell,20150803
83,600000.XSHG,long_sell,20150804
1958,600000.XSHG,long,20150804
689,002422.XSHE,long_sell,20150804
1236,300142.XSHE,long_sell,20150804
1237,300142.XSHE,long_sell,20150805
690,002422.XSHE,long_sell,20150805
1959,600000.XSHG,long,20150805
84,600000.XSHG,long_sell,20150805
1238,300142.XSHE,long_sell,20150806
691,002422.XSHE,long_sell,20150806
1960,600000.XSHG,long,20150806
85,600000.XSHG,long_sell,20150806
692,002422.XSHE,long_sell,20150807
1961,600000.XSHG,long,20150807
1239,300142.XSHE,long_sell,20150807
1962,600000.XSHG,long,20150810
1240,300142.XSHE,long_sell,20150810
1963,600000.XSHG,long,20150811
1241,300142.XSHE,long_sell,20150811
1964,600000.XSHG,long,20150812
1242,300142.XSHE,long_sell,20150812
1243,300142.XSHE,long_sell,20150813
1965,600000.XSHG,long,20150813
1244,300142.XSHE,long_sell,20150814
1966,600000.XSHG,long,20150814
1245,300142.XSHE,long_sell,20150817
1967,600000.XSHG,long,20150817
1246,300142.XSHE,long_sell,20150818
1968,600000.XSHG,long,20150818
1247,300142.XSHE,long_sell,20150819
1969,600000.XSHG,long,20150819
86,600000.XSHG,long_sell,20150820
1248,300142.XSHE,long_sell,20150820
1970,600000.XSHG,long,20150820
1971,600000.XSHG,long,20150821
1249,300142.XSHE,long_sell,20150821
87,600000.XSHG,long_sell,20150821
1250,300142.XSHE,long_sell,20150824
88,600000.XSHG,long_sell,20150824
1972,600000.XSHG,long,20150824
1251,300142.XSHE,long_sell,20150825
89,600000.XSHG,long_sell,20150825
1973,600000.XSHG,long,20150825
1252,300142.XSHE,long_sell,20150826
90,600000.XSHG,long_sell,20150826
1974,600000.XSHG,long,20150826
1253,300142.XSHE,long_sell,20150827
91,600000.XSHG,long_sell,20150827
1975,600000.XSHG,long,20150827
1254,300142.XSHE,long_sell,20150828
92,600000.XSHG,long_sell,20150828
1976,600000.XSHG,long,20150828
1255,300142.XSHE,long_sell,20150831
1977,600000.XSHG,long,20150831
1978,600000.XSHG,long,20150901
1256,300142.XSHE,long_sell,20150901
1979,600000.XSHG,long,20150902
1257,300142.XSHE,long_sell,20150902
1980,600000.XSHG,long,20150907
1258,300142.XSHE,long_sell,20150907
1981,600000.XSHG,long,20150908
1259,300142.XSHE,long_sell,20150908
1982,600000.XSHG,long,20150909
1260,300142.XSHE,long_sell,20150909
1983,600000.XSHG,long,20150910
1261,300142.XSHE,long_sell,20150910
1984,600000.XSHG,long,20150911
1262,300142.XSHE,long_sell,20150911
1263,300142.XSHE,long_sell,20150914
1985,600000.XSHG,long,20150914
1264,300142.XSHE,long_sell,20150915
1986,600000.XSHG,long,20150915
1265,300142.XSHE,long_sell,20150916
1987,600000.XSHG,long,20150916
1266,300142.XSHE,long_sell,20150917
1988,600000.XSHG,long,20150917
1267,300142.XSHE,long_sell,20150918
1989,600000.XSHG,long,20150918
1268,300142.XSHE,long_sell,20150921
1990,600000.XSHG,long,20150921
1991,600000.XSHG,long,20150922
1269,300142.XSHE,long_sell,20150922
1270,300142.XSHE,long_sell,20150923
1992,600000.XSHG,long,20150923
1271,300142.XSHE,long_sell,20150924
1993,600000.XSHG,long,20150924
1272,300142.XSHE,long_sell,20150925
1994,600000.XSHG,long,20150925
1273,300142.XSHE,long_sell,20150928
1995,600000.XSHG,long,20150928
1274,300142.XSHE,long_sell,20150929
1996,600000.XSHG,long,20150929
1275,300142.XSHE,long_sell,20150930
1997,600000.XSHG,long,20150930
1276,300142.XSHE,long_sell,20151008
1998,600000.XSHG,long,20151008
1999,600000.XSHG,long,20151009
1277,300142.XSHE,long_sell,20151009
2000,600000.XSHG,long,20151012
1278,300142.XSHE,long_sell,20151012
1279,300142.XSHE,long_sell,20151013
2001,600000.XSHG,long,20151013
2002,600000.XSHG,long,20151014
1280,300142.XSHE,long_sell,20151014
1281,300142.XSHE,long_sell,20151015
1282,300142.XSHE,long_sell,20151016
1283,300142.XSHE,long_sell,20151019
1284,300142.XSHE,long_sell,20151020
93,600000.XSHG,long_sell,20151020
1285,300142.XSHE,long_sell,20151021
94,600000.XSHG,long_sell,20151021
1286,300142.XSHE,long_sell,20151022
95,600000.XSHG,long_sell,20151022
96,600000.XSHG,long_sell,20151023
1287,300142.XSHE,long_sell,20151023
1288,300142.XSHE,long_sell,20151026
97,600000.XSHG,long_sell,20151026
2003,600000.XSHG,long,20151026
1289,300142.XSHE,long_sell,20151027
2004,600000.XSHG,long,20151027
1290,300142.XSHE,long_sell,20151028
2005,600000.XSHG,long,20151028
1291,300142.XSHE,long_sell,20151029
2006,600000.XSHG,long,20151029
2007,600000.XSHG,long,20151030
1292,300142.XSHE,long_sell,20151030
1293,300142.XSHE,long_sell,20151102
2008,600000.XSHG,long,20151102
1294,300142.XSHE,long_sell,20151103
2009,600000.XSHG,long,20151103
1295,300142.XSHE,long_sell,20151104
2010,600000.XSHG,long,20151104
2011,600000.XSHG,long,20151105
1296,300142.XSHE,long_sell,20151105
1297,300142.XSHE,long_sell,20151106
2012,600000.XSHG,long,20151106
1298,300142.XSHE,long_sell,20151109
2013,600000.XSHG,long,20151109
2014,600000.XSHG,long,20151110
1299,300142.XSHE,long_sell,20151110
2015,600000.XSHG,long,20151111
1300,300142.XSHE,long_sell,20151111
2016,600000.XSHG,long,20151112
1301,300142.XSHE,long_sell,20151112
2017,600000.XSHG,long,20151113
1302,300142.XSHE,long_sell,20151113
2018,600000.XSHG,long,20151116
1303,300142.XSHE,long_sell,20151116
1304,300142.XSHE,long_sell,20151117
98,600000.XSHG,long_sell,20151117
2019,600000.XSHG,long,20151117
1305,300142.XSHE,long_sell,20151118
99,600000.XSHG,long_sell,20151118
2020,600000.XSHG,long,20151118
1306,300142.XSHE,long_sell,20151119
2021,600000.XSHG,long,20151119
100,600000.XSHG,long_sell,20151119
1307,300142.XSHE,long_sell,20151120
2022,600000.XSHG,long,20151120
2023,600000.XSHG,long,20151123
1308,300142.XSHE,long_sell,20151123
1309,300142.XSHE,long_sell,20151124
2024,600000.XSHG,long,20151124
1310,300142.XSHE,long_sell,20151125
2025,600000.XSHG,long,20151125
2026,600000.XSHG,long,20151126
1311,300142.XSHE,long_sell,20151126
2027,600000.XSHG,long,20151127
2028,600000.XSHG,long,20151130
2029,600000.XSHG,long,20151201
2030,600000.XSHG,long,20151202
2031,600000.XSHG,long,20151203
101,600000.XSHG,long_sell,20151204
2032,600000.XSHG,long,20151204
2033,600000.XSHG,long,20151207
102,600000.XSHG,long_sell,20151207
2034,600000.XSHG,long,20151208
2035,600000.XSHG,long,20151209
103,600000.XSHG,long_sell,20151209
693,002422.XSHE,long_sell,20151209
2036,600000.XSHG,long,20151210
694,002422.XSHE,long_sell,20151210
104,600000.XSHG,long_sell,20151210
2037,600000.XSHG,long,20151211
695,002422.XSHE,long_sell,20151211
105,600000.XSHG,long_sell,20151211
696,002422.XSHE,long_sell,20151214
106,600000.XSHG,long_sell,20151214
2038,600000.XSHG,long,20151214
107,600000.XSHG,long_sell,20151215
2039,600000.XSHG,long,20151215
697,002422.XSHE,long_sell,20151215
108,600000.XSHG,long_sell,20151216
698,002422.XSHE,long_sell,20151216
2040,600000.XSHG,long,20151216
2041,600000.XSHG,long,20151217
699,002422.XSHE,long_sell,20151217
109,600000.XSHG,long_sell,20151217
700,002422.XSHE,long_sell,20151218
110,600000.XSHG,long_sell,20151218
2042,600000.XSHG,long,20151218
2043,600000.XSHG,long,20151221
701,002422.XSHE,long_sell,20151221
111,600000.XSHG,long_sell,20151221
112,600000.XSHG,long_sell,20151222
2044,600000.XSHG,long,20151222
113,600000.XSHG,long_sell,20151223
2045,600000.XSHG,long,20151223
114,600000.XSHG,long_sell,20151224
2046,600000.XSHG,long,20151224
115,600000.XSHG,long_sell,20151225
2047,600000.XSHG,long,20151225
2048,600000.XSHG,long,20151228
116,600000.XSHG,long_sell,20151228
2049,600000.XSHG,long,20151229
117,600000.XSHG,long_sell,20151229
702,002422.XSHE,long_sell,20151230
2050,600000.XSHG,long,20151230
118,600000.XSHG,long_sell,20151230
119,600000.XSHG,long_sell,20151231
703,002422.XSHE,long_sell,20151231
2051,600000.XSHG,long,20151231
704,002422.XSHE,long_sell,20160104
120,600000.XSHG,long_sell,20160104
2052,600000.XSHG,long,20160104
2053,600000.XSHG,long,20160105
705,002422.XSHE,long_sell,20160105
121,600000.XSHG,long_sell,20160105
706,002422.XSHE,long_sell,20160106
2054,600000.XSHG,long,20160106
122,600000.XSHG,long_sell,20160106
707,002422.XSHE,long_sell,20160107
123,600000.XSHG,long_sell,20160107
2055,600000.XSHG,long,20160107
2056,600000.XSHG,long,20160108
124,600000.XSHG,long_sell,20160108
708,002422.XSHE,long_sell,20160108
2057,600000.XSHG,long,20160111
709,002422.XSHE,long_sell,20160111
125,600000.XSHG,long_sell,20160111
2058,600000.XSHG,long,20160112
710,002422.XSHE,long_sell,20160112
126,600000.XSHG,long_sell,20160112
2059,600000.XSHG,long,20160113
711,002422.XSHE,long_sell,20160113
127,600000.XSHG,long_sell,20160113
2060,600000.XSHG,long,20160114
128,600000.XSHG,long_sell,20160114
712,002422.XSHE,long_sell,20160114
2061,600000.XSHG,long,20160115
713,002422.XSHE,long_sell,20160115
129,600000.XSHG,long_sell,20160115
2062,600000.XSHG,long,20160118
130,600000.XSHG,long_sell,20160118
714,002422.XSHE,long_sell,20160118
715,002422.XSHE,long_sell,20160119
131,600000.XSHG,long_sell,20160119
2063,600000.XSHG,long,20160119
2064,600000.XSHG,long,20160120
716,002422.XSHE,long_sell,20160120
132,600000.XSHG,long_sell,20160120
133,600000.XSHG,long_sell,20160121
717,002422.XSHE,long_sell,20160121
2065,600000.XSHG,long,20160121
2066,600000.XSHG,long,20160122
134,600000.XSHG,long_sell,20160122
718,002422.XSHE,long_sell,20160122
719,002422.XSHE,long_sell,20160125
2067,600000.XSHG,long,20160125
135,600000.XSHG,long_sell,20160125
720,002422.XSHE,long_sell,20160126
2068,600000.XSHG,long,20160126
136,600000.XSHG,long_sell,20160126
721,002422.XSHE,long_sell,20160127
2069,600000.XSHG,long,20160127
137,600000.XSHG,long_sell,20160127
722,002422.XSHE,long_sell,20160128
2070,600000.XSHG,long,20160128
138,600000.XSHG,long_sell,20160128
2071,600000.XSHG,long,20160129
139,600000.XSHG,long_sell,20160129
723,002422.XSHE,long_sell,20160129
140,600000.XSHG,long_sell,20160201
724,002422.XSHE,long_sell,20160201
2072,600000.XSHG,long,20160201
141,600000.XSHG,long_sell,20160202
725,002422.XSHE,long_sell,20160202
2073,600000.XSHG,long,20160202
2074,600000.XSHG,long,20160203
142,600000.XSHG,long_sell,20160203
726,002422.XSHE,long_sell,20160203
2075,600000.XSHG,long,20160204
2076,600000.XSHG,long,20160205
2077,600000.XSHG,long,20160215
727,002422.XSHE,long_sell,20160301
143,600000.XSHG,long_sell,20160309
144,600000.XSHG,long_sell,20160310
2078,600000.XSHG,long,20160311
145,600000.XSHG,long_sell,20160311
146,600000.XSHG,long_sell,20160314
2079,600000.XSHG,long,20160314
2080,600000.XSHG,long,20160315
147,600000.XSHG,long_sell,20160315
2081,600000.XSHG,long,20160316
148,600000.XSHG,long_sell,20160316
2082,600000.XSHG,long,20160317
149,600000.XSHG,long_sell,20160317
2083,600000.XSHG,long,20160318
150,600000.XSHG,long_sell,20160318
2084,600000.XSHG,long,20160321
151,600000.XSHG,long_sell,20160321
2085,600000.XSHG,long,20160322
152,600000.XSHG,long_sell,20160322
2086,600000.XSHG,long,20160323
153,600000.XSHG,long_sell,20160324
2087,600000.XSHG,long,20160324
2088,600000.XSHG,long,20160325
154,600000.XSHG,long_sell,20160325
155,600000.XSHG,long_sell,20160328
2089,600000.XSHG,long,20160328
156,600000.XSHG,long_sell,20160329
2090,600000.XSHG,long,20160329
157,600000.XSHG,long_sell,20160330
2091,600000.XSHG,long,20160330
158,600000.XSHG,long_sell,20160331
2092,600000.XSHG,long,20160331
2093,600000.XSHG,long,20160401
2094,600000.XSHG,long,20160405
2095,600000.XSHG,long,20160406
2096,600000.XSHG,long,20160407
1312,300142.XSHE,long_sell,20160408
2097,600000.XSHG,long,20160408
159,600000.XSHG,long_sell,20160408
1313,300142.XSHE,long_sell,20160411
2098,600000.XSHG,long,20160411
160,600000.XSHG,long_sell,20160411
2099,600000.XSHG,long,20160412
161,600000.XSHG,long_sell,20160412
1314,300142.XSHE,long_sell,20160412
162,600000.XSHG,long_sell,20160413
2100,600000.XSHG,long,20160413
1315,300142.XSHE,long_sell,20160413
2101,600000.XSHG,long,20160414
163,600000.XSHG,long_sell,20160414
1316,300142.XSHE,long_sell,20160414
1317,300142.XSHE,long_sell,20160415
2102,600000.XSHG,long,20160415
2103,600000.XSHG,long,20160418
1318,300142.XSHE,long_sell,20160418
1319,300142.XSHE,long_sell,20160419
2104,600000.XSHG,long,20160419
1320,300142.XSHE,long_sell,20160420
2105,600000.XSHG,long,20160420
2106,600000.XSHG,long,20160421
1321,300142.XSHE,long_sell,20160421
2107,600000.XSHG,long,20160422
1322,300142.XSHE,long_sell,20160422
2108,600000.XSHG,long,20160425
1323,300142.XSHE,long_sell,20160425
2109,600000.XSHG,long,20160426
1324,300142.XSHE,long_sell,20160426
2110,600000.XSHG,long,20160427
1325,300142.XSHE,long_sell,20160427
2111,600000.XSHG,long,20160428
1326,300142.XSHE,long_sell,20160428
2112,600000.XSHG,long,20160429
1327,300142.XSHE,long_sell,20160429
728,002422.XSHE,long_sell,20160429
2113,600000.XSHG,long,20160503
1328,300142.XSHE,long_sell,20160503
1329,300142.XSHE,long_sell,20160504
2114,600000.XSHG,long,20160504
2115,600000.XSHG,long,20160505
1330,300142.XSHE,long_sell,20160505
1331,300142.XSHE,long_sell,20160506
729,002422.XSHE,long_sell,20160506
2116,600000.XSHG,long,20160506
164,600000.XSHG,long_sell,20160506
165,600000.XSHG,long_sell,20160509
1332,300142.XSHE,long_sell,20160509
2117,600000.XSHG,long,20160509
730,002422.XSHE,long_sell,20160509
1333,300142.XSHE,long_sell,20160510
2118,600000.XSHG,long,20160510
731,002422.XSHE,long_sell,20160510
166,600000.XSHG,long_sell,20160510
2119,600000.XSHG,long,20160511
732,002422.XSHE,long_sell,20160511
1334,300142.XSHE,long_sell,20160511
167,600000.XSHG,long_sell,20160511
2120,600000.XSHG,long,20160512
733,002422.XSHE,long_sell,20160512
168,600000.XSHG,long_sell,20160512
1335,300142.XSHE,long_sell,20160512
2121,600000.XSHG,long,20160513
734,002422.XSHE,long_sell,20160513
1336,300142.XSHE,long_sell,20160513
169,600000.XSHG,long_sell,20160513
170,600000.XSHG,long_sell,20160516
1337,300142.XSHE,long_sell,20160516
2122,600000.XSHG,long,20160516
735,002422.XSHE,long_sell,20160516
171,600000.XSHG,long_sell,20160517
1338,300142.XSHE,long_sell,20160517
736,002422.XSHE,long_sell,20160517
2123,600000.XSHG,long,20160517
172,600000.XSHG,long_sell,20160518
1339,300142.XSHE,long_sell,20160518
737,002422.XSHE,long_sell,20160518
2124,600000.XSHG,long,20160518
